,cash_type,card,money,coffee_name,day,month,year,hour,minute,second
348,cash,ANON-0000-0000-0099,39.0,Cappuccino,21,4,2024,17,9,3
349,card,ANON-0000-0000-0012,27.92,Americano,22,4,2024,11,9,16
350,card,ANON-0000-0000-0129,32.82,Americano with Milk,22,4,2024,11,29,27
351,cash,ANON-0000-0000-0129,39.0,Latte,22,4,2024,18,40,33
352,card,ANON-0000-0000-0009,37.72,Latte,22,4,2024,19,39,4
353,cash,ANON-0000-0000-0009,39.0,Cappuccino,22,4,2024,20,2,29
354,card,ANON-0000-0000-0025,37.72,Cappuccino,23,4,2024,14,22,35
355,card,ANON-0000-0000-0024,32.82,Americano with Milk,23,4,2024,14,23,53
356,card,ANON-0000-0000-0009,37.72,Cappuccino,23,4,2024,14,24,57
357,card,ANON-0000-0000-0130,32.82,Americano with Milk,23,4,2024,19,42,27
358,card,ANON-0000-0000-0130,32.82,Americano with Milk,23,4,2024,19,43,26
359,card,ANON-0000-0000-0001,37.72,Latte,24,4,2024,10,19,38
360,card,ANON-0000-0000-0131,32.82,Americano with Milk,24,4,2024,10,21,27
361,card,ANON-0000-0000-0132,32.82,Americano with Milk,24,4,2024,11,23,46
362,card,ANON-0000-0000-0133,32.82,Americano with Milk,24,4,2024,11,33,26
363,card,ANON-0000-0000-0059,32.82,Americano with Milk,24,4,2024,12,39,9
364,card,ANON-0000-0000-0009,32.82,Americano with Milk,24,4,2024,16,39,7
365,card,ANON-0000-0000-0134,32.82,Americano with Milk,24,4,2024,19,39,49
366,card,ANON-0000-0000-0134,37.72,Cappuccino,24,4,2024,19,40,54
367,card,ANON-0000-0000-0135,27.92,Americano,25,4,2024,10,46,8
368,card,ANON-0000-0000-0009,37.72,Latte,25,4,2024,15,18,26
369,card,ANON-0000-0000-0012,27.92,Americano,25,4,2024,17,9,43
370,card,ANON-0000-0000-0012,27.92,Americano,25,4,2024,17,10,49
371,card,ANON-0000-0000-0001,37.72,Latte,26,4,2024,10,12,50
372,card,ANON-0000-0000-0136,37.72,Latte,26,4,2024,12,1,30
373,card,ANON-0000-0000-0137,37.72,Cappuccino,26,4,2024,13,31,28
374,card,ANON-0000-0000-0012,27.92,Americano,26,4,2024,15,32,35
375,card,ANON-0000-0000-0012,27.92,Americano,26,4,2024,15,33,33
376,card,ANON-0000-0000-0138,27.92,Cortado,26,4,2024,16,23,26
377,card,ANON-0000-0000-0139,27.92,Americano,26,4,2024,16,24,33
378,card,ANON-0000-0000-0009,37.72,Hot Chocolate,26,4,2024,19,32,7
379,card,ANON-0000-0000-0009,37.72,Cocoa,26,4,2024,19,33,30
380,card,ANON-0000-0000-0009,37.72,Cappuccino,27,4,2024,15,27,0
381,card,ANON-0000-0000-0001,37.72,Latte,28,4,2024,10,32,52
382,card,ANON-0000-0000-0140,37.72,Cappuccino,28,4,2024,12,30,9
383,card,ANON-0000-0000-0012,27.92,Americano,28,4,2024,18,27,8
384,card,ANON-0000-0000-0012,27.92,Americano,28,4,2024,18,28,11
385,card,ANON-0000-0000-0019,37.72,Latte,28,4,2024,18,29,2
386,card,ANON-0000-0000-0141,27.92,Cortado,29,4,2024,11,26,31
387,card,ANON-0000-0000-0003,27.92,Americano,29,4,2024,13,27,56
388,card,ANON-0000-0000-0003,27.92,Cortado,29,4,2024,13,28,53
389,card,ANON-0000-0000-0141,27.92,Cortado,29,4,2024,13,53,35
390,card,ANON-0000-0000-0141,32.82,Americano with Milk,29,4,2024,13,54,24
391,card,ANON-0000-0000-0140,37.72,Cappuccino,29,4,2024,18,37,48
392,card,ANON-0000-0000-0134,37.72,Cappuccino,29,4,2024,19,12,33
393,card,ANON-0000-0000-0134,37.72,Cappuccino,29,4,2024,19,13,37
394,card,ANON-0000-0000-0142,37.72,Latte,30,4,2024,10,16,41
395,card,ANON-0000-0000-0142,32.82,Americano with Milk,30,4,2024,10,34,52
396,card,ANON-0000-0000-0142,32.82,Americano with Milk,30,4,2024,10,35,47
397,card,ANON-0000-0000-0142,27.92,Americano,30,4,2024,13,41,52
398,card,ANON-0000-0000-0142,32.82,Americano with Milk,30,4,2024,13,42,59
399,card,ANON-0000-0000-0142,37.72,Cappuccino,30,4,2024,19,19,18
400,card,ANON-0000-0000-0142,32.82,Americano with Milk,30,4,2024,19,30,4
401,card,ANON-0000-0000-0142,37.72,Latte,30,4,2024,19,31,20
402,card,ANON-0000-0000-0143,27.92,Americano,2,5,2024,10,33,55
403,cash,ANON-0000-0000-0143,39.0,Latte,2,5,2024,11,29,57
404,card,ANON-0000-0000-0133,32.82,Americano with Milk,2,5,2024,13,49,39
405,card,ANON-0000-0000-0144,37.72,Cappuccino,2,5,2024,18,36,22
406,card,ANON-0000-0000-0024,32.82,Americano with Milk,2,5,2024,18,41,11
407,card,ANON-0000-0000-0145,37.72,Latte,2,5,2024,19,18,33
408,card,ANON-0000-0000-0145,37.72,Cappuccino,2,5,2024,19,19,56
409,cash,ANON-0000-0000-0145,39.0,Latte,3,5,2024,10,11,53
410,card,ANON-0000-0000-0146,37.72,Latte,3,5,2024,14,30,0
411,card,ANON-0000-0000-0147,37.72,Latte,3,5,2024,17,3,24
412,card,ANON-0000-0000-0148,27.92,Americano,6,5,2024,10,5,17
413,card,ANON-0000-0000-0149,37.72,Cappuccino,6,5,2024,10,6,51
414,card,ANON-0000-0000-0149,32.82,Americano with Milk,6,5,2024,10,8,5
415,card,ANON-0000-0000-0150,27.92,Americano,6,5,2024,10,9,7
416,card,ANON-0000-0000-0141,27.92,Cortado,6,5,2024,10,39,12
417,cash,ANON-0000-0000-0141,29.0,Americano,6,5,2024,11,34,20
418,card,ANON-0000-0000-0148,27.92,Cortado,6,5,2024,13,18,10
419,card,ANON-0000-0000-0148,27.92,Americano,6,5,2024,13,19,0
420,card,ANON-0000-0000-0151,37.72,Cappuccino,6,5,2024,19,18,12
421,card,ANON-0000-0000-0151,37.72,Cappuccino,6,5,2024,19,19,49
422,card,ANON-0000-0000-0148,37.72,Cocoa,7,5,2024,10,44,55
423,card,ANON-0000-0000-0141,27.92,Cortado,7,5,2024,11,21,58
424,card,ANON-0000-0000-0077,27.92,Cortado,7,5,2024,13,23,34
425,card,ANON-0000-0000-0148,37.72,Cocoa,7,5,2024,16,42,7
426,card,ANON-0000-0000-0152,27.92,Americano,7,5,2024,16,55,38
427,card,ANON-0000-0000-0153,37.72,Cappuccino,7,5,2024,17,37,46
428,card,ANON-0000-0000-0153,37.72,Latte,7,5,2024,17,38,48
429,cash,ANON-0000-0000-0153,34.0,Americano with Milk,7,5,2024,18,35,37
430,card,ANON-0000-0000-0154,37.72,Cappuccino,7,5,2024,19,12,12
